604306055967854594	Fri May 29 15:19:25 +0000 2015	blm849	Your dose of magic realism for today.  https://t.co/osBOLqXIzW
604136980583178240	Fri May 29 04:07:35 +0000 2015	blm849	The anguish of Mick Jones and The Clash on Train in Vain (Live at the Lewisham Odeon) has it's own rough beauty.  http://t.co/7AFvcnCjo2
603971101673132032	Thu May 28 17:08:26 +0000 2015	blm849	Amazing. Sculpture made from beauty supplies. Viacollosal http://t.co/xbjsl476a0 http://t.co/Zavhcx2lRb
